vid,doc,placement,canary,deg,arm,render_key,png,sha256_16
d02_none_none_clean,2,none,none,clean,control,d02_none_none,corpus/png/d02_none_none_clean.png,74d1ab6c33d9efea
d03_none_none_clean,3,none,none,clean,control,d03_none_none,corpus/png/d03_none_none_clean.png,52b81fa6bcc097a3
d04_none_none_clean,4,none,none,clean,control,d04_none_none,corpus/png/d04_none_none_clean.png,9ccd945b521213e3
d05_none_none_clean,5,none,none,clean,control,d05_none_none,corpus/png/d05_none_none_clean.png,bf876dc1ec8cdccf
d06_none_none_clean,6,none,none,clean,control,d06_none_none,corpus/png/d06_none_none_clean.png,f0a9ff82dc3b0381
d07_none_none_clean,7,none,none,clean,control,d07_none_none,corpus/png/d07_none_none_clean.png,26b2d4cceefdd7b3
d08_none_none_clean,8,none,none,clean,control,d08_none_none,corpus/png/d08_none_none_clean.png,4ada0b1bac16af3a
d09_none_none_clean,9,none,none,clean,control,d09_none_none,corpus/png/d09_none_none_clean.png,ddba362258340352
d10_none_none_clean,10,none,none,clean,control,d10_none_none,corpus/png/d10_none_none_clean.png,5a2426ed89bdb0e2
d11_none_none_clean,11,none,none,clean,control,d11_none_none,corpus/png/d11_none_none_clean.png,6d83b58f6fc09582
d12_none_none_clean,12,none,none,clean,control,d12_none_none,corpus/png/d12_none_none_clean.png,35a4259f7e4dee30
d13_none_none_clean,13,none,none,clean,control,d13_none_none,corpus/png/d13_none_none_clean.png,c4fb5efe9c2cc2b4
d14_none_none_clean,14,none,none,clean,control,d14_none_none,corpus/png/d14_none_none_clean.png,39faf390a6139b65
d15_none_none_clean,15,none,none,clean,control,d15_none_none,corpus/png/d15_none_none_clean.png,08799eddcc37b817
d16_none_none_clean,16,none,none,clean,control,d16_none_none,corpus/png/d16_none_none_clean.png,721d49d6ee7ad96f
d17_none_none_clean,17,none,none,clean,control,d17_none_none,corpus/png/d17_none_none_clean.png,48a56f2ddeed2a84
d18_none_none_clean,18,none,none,clean,control,d18_none_none,corpus/png/d18_none_none_clean.png,8805219305623551
d19_none_none_clean,19,none,none,clean,control,d19_none_none,corpus/png/d19_none_none_clean.png,7bf8f858b66209df
d20_none_none_clean,20,none,none,clean,control,d20_none_none,corpus/png/d20_none_none_clean.png,41396bb0e33c49cd
d21_none_none_clean,21,none,none,clean,control,d21_none_none,corpus/png/d21_none_none_clean.png,38b570824609a4c2
d22_none_none_clean,22,none,none,clean,control,d22_none_none,corpus/png/d22_none_none_clean.png,a9fe59ced590095a
d23_none_none_clean,23,none,none,clean,control,d23_none_none,corpus/png/d23_none_none_clean.png,a07fff6ad5a57334
d24_none_none_clean,24,none,none,clean,control,d24_none_none,corpus/png/d24_none_none_clean.png,86da0d324f162365
d25_none_none_clean,25,none,none,clean,control,d25_none_none,corpus/png/d25_none_none_clean.png,f660be67b1d62da7
d26_none_none_clean,26,none,none,clean,control,d26_none_none,corpus/png/d26_none_none_clean.png,6d88fac04d36ed63
d27_none_none_clean,27,none,none,clean,control,d27_none_none,corpus/png/d27_none_none_clean.png,89ab9e7aee4039a7
d28_none_none_clean,28,none,none,clean,control,d28_none_none,corpus/png/d28_none_none_clean.png,81a8dacbaf4d50db
d29_none_none_clean,29,none,none,clean,control,d29_none_none,corpus/png/d29_none_none_clean.png,13a9cf9a7fa8526e
d30_none_none_clean,30,none,none,clean,control,d30_none_none,corpus/png/d30_none_none_clean.png,50013f64d696353d
d31_none_none_clean,31,none,none,clean,control,d31_none_none,corpus/png/d31_none_none_clean.png,f74c47141e0218c7
d32_none_none_clean,32,none,none,clean,control,d32_none_none,corpus/png/d32_none_none_clean.png,1cebdbe2f57700ae
d33_none_none_clean,33,none,none,clean,control,d33_none_none,corpus/png/d33_none_none_clean.png,45eb7008bf6dc1bf
d34_none_none_clean,34,none,none,clean,control,d34_none_none,corpus/png/d34_none_none_clean.png,3e739b0c540c9ce8
d35_none_none_clean,35,none,none,clean,control,d35_none_none,corpus/png/d35_none_none_clean.png,39cf0add58c15d90
d36_none_none_clean,36,none,none,clean,control,d36_none_none,corpus/png/d36_none_none_clean.png,49e0125c5f0947dd
d37_none_none_clean,37,none,none,clean,control,d37_none_none,corpus/png/d37_none_none_clean.png,d64e64d8da2fcb51
d38_none_none_clean,38,none,none,clean,control,d38_none_none,corpus/png/d38_none_none_clean.png,7360b15aa2cf68a9
d39_none_none_clean,39,none,none,clean,control,d39_none_none,corpus/png/d39_none_none_clean.png,69cb293ea8e270c4
d40_none_none_clean,40,none,none,clean,control,d40_none_none,corpus/png/d40_none_none_clean.png,45cf8646dea7f408
d41_none_none_clean,41,none,none,clean,control,d41_none_none,corpus/png/d41_none_none_clean.png,ac6200b4e7b858cc
d42_none_none_clean,42,none,none,clean,control,d42_none_none,corpus/png/d42_none_none_clean.png,8e0c62fe09878dfe
d43_none_none_clean,43,none,none,clean,control,d43_none_none,corpus/png/d43_none_none_clean.png,b068286fde676356
d44_none_none_clean,44,none,none,clean,control,d44_none_none,corpus/png/d44_none_none_clean.png,dd4e001d89a13f46
d45_none_none_clean,45,none,none,clean,control,d45_none_none,corpus/png/d45_none_none_clean.png,eb7b792c866c36d9
d46_none_none_clean,46,none,none,clean,control,d46_none_none,corpus/png/d46_none_none_clean.png,7827e931ebbfa1be
d47_none_none_clean,47,none,none,clean,control,d47_none_none,corpus/png/d47_none_none_clean.png,230fbc06fda89f78
d48_none_none_clean,48,none,none,clean,control,d48_none_none,corpus/png/d48_none_none_clean.png,ba2ea2341e849d10
d49_none_none_clean,49,none,none,clean,control,d49_none_none,corpus/png/d49_none_none_clean.png,5189f81e420f3013
d50_none_none_clean,50,none,none,clean,control,d50_none_none,corpus/png/d50_none_none_clean.png,463649c93d12406c
d51_none_none_clean,51,none,none,clean,control,d51_none_none,corpus/png/d51_none_none_clean.png,f27777e2c5479c2c
d52_none_none_clean,52,none,none,clean,control,d52_none_none,corpus/png/d52_none_none_clean.png,ba7548ff04b7ae42
d53_none_none_clean,53,none,none,clean,control,d53_none_none,corpus/png/d53_none_none_clean.png,c12364c4a5752d36
d54_none_none_clean,54,none,none,clean,control,d54_none_none,corpus/png/d54_none_none_clean.png,d5282c4d906df1cf
d55_none_none_clean,55,none,none,clean,control,d55_none_none,corpus/png/d55_none_none_clean.png,8a02459557ab48ac
d56_none_none_clean,56,none,none,clean,control,d56_none_none,corpus/png/d56_none_none_clean.png,65a609b8f014582d
d57_none_none_clean,57,none,none,clean,control,d57_none_none,corpus/png/d57_none_none_clean.png,2edb43539dd070e2
d58_none_none_clean,58,none,none,clean,control,d58_none_none,corpus/png/d58_none_none_clean.png,15df691c3bd6f59f
d59_none_none_clean,59,none,none,clean,control,d59_none_none,corpus/png/d59_none_none_clean.png,cf8a9e716ef836f4
d00_none_none_noise,0,none,none,noise,control,d00_none_none,corpus/png/d00_none_none_noise.png,9864ae0b39bbf594
d00_none_none_rotate,0,none,none,rotate,control,d00_none_none,corpus/png/d00_none_none_rotate.png,cfdf231380f77d5e
d00_none_none_lowdpi,0,none,none,lowdpi,control,d00_none_none,corpus/png/d00_none_none_lowdpi.png,ef821740db57827c
d05_none_none_noise,5,none,none,noise,control,d05_none_none,corpus/png/d05_none_none_noise.png,2e8f19ea21de1929
d05_none_none_rotate,5,none,none,rotate,control,d05_none_none,corpus/png/d05_none_none_rotate.png,d194000fea1f3b81
d05_none_none_lowdpi,5,none,none,lowdpi,control,d05_none_none,corpus/png/d05_none_none_lowdpi.png,004cc6d73d8e2d4a
d10_none_none_noise,10,none,none,noise,control,d10_none_none,corpus/png/d10_none_none_noise.png,d34eadb20a21e062
d10_none_none_rotate,10,none,none,rotate,control,d10_none_none,corpus/png/d10_none_none_rotate.png,b0b9b12a2299a166
d10_none_none_lowdpi,10,none,none,lowdpi,control,d10_none_none,corpus/png/d10_none_none_lowdpi.png,71659b207d65b5d7
d15_none_none_noise,15,none,none,noise,control,d15_none_none,corpus/png/d15_none_none_noise.png,446def349544248f
d15_none_none_rotate,15,none,none,rotate,control,d15_none_none,corpus/png/d15_none_none_rotate.png,473973abac81e765
d15_none_none_lowdpi,15,none,none,lowdpi,control,d15_none_none,corpus/png/d15_none_none_lowdpi.png,98bf4d7cd331d63d
d20_none_none_noise,20,none,none,noise,control,d20_none_none,corpus/png/d20_none_none_noise.png,f91708854cbb7791
d20_none_none_rotate,20,none,none,rotate,control,d20_none_none,corpus/png/d20_none_none_rotate.png,af2e3a76b59721e9
d20_none_none_lowdpi,20,none,none,lowdpi,control,d20_none_none,corpus/png/d20_none_none_lowdpi.png,d09381112afff150
d25_none_none_noise,25,none,none,noise,control,d25_none_none,corpus/png/d25_none_none_noise.png,83a4dd8a16ba4dff
d25_none_none_rotate,25,none,none,rotate,control,d25_none_none,corpus/png/d25_none_none_rotate.png,31ead9d3f6188891
d25_none_none_lowdpi,25,none,none,lowdpi,control,d25_none_none,corpus/png/d25_none_none_lowdpi.png,32ebef8655a8de0a
d30_none_none_noise,30,none,none,noise,control,d30_none_none,corpus/png/d30_none_none_noise.png,ab38155c1350554a
d30_none_none_rotate,30,none,none,rotate,control,d30_none_none,corpus/png/d30_none_none_rotate.png,3ec9332b213010d6
d30_none_none_lowdpi,30,none,none,lowdpi,control,d30_none_none,corpus/png/d30_none_none_lowdpi.png,4a434cabec6f4823
d35_none_none_noise,35,none,none,noise,control,d35_none_none,corpus/png/d35_none_none_noise.png,31111349e068b2a0
d35_none_none_rotate,35,none,none,rotate,control,d35_none_none,corpus/png/d35_none_none_rotate.png,ca4487cc4a8038bc
d35_none_none_lowdpi,35,none,none,lowdpi,control,d35_none_none,corpus/png/d35_none_none_lowdpi.png,64069dbab3919b24
d40_none_none_noise,40,none,none,noise,control,d40_none_none,corpus/png/d40_none_none_noise.png,5b804a090ea6a6ca
d40_none_none_rotate,40,none,none,rotate,control,d40_none_none,corpus/png/d40_none_none_rotate.png,c6b9cd77e05808fa
d40_none_none_lowdpi,40,none,none,lowdpi,control,d40_none_none,corpus/png/d40_none_none_lowdpi.png,5c221d92aac12605
d45_none_none_noise,45,none,none,noise,control,d45_none_none,corpus/png/d45_none_none_noise.png,ad8ee80482cfbe58
d45_none_none_rotate,45,none,none,rotate,control,d45_none_none,corpus/png/d45_none_none_rotate.png,42286611d8914c5c
d45_none_none_lowdpi,45,none,none,lowdpi,control,d45_none_none,corpus/png/d45_none_none_lowdpi.png,984c77ea2f7db289
d50_none_none_noise,50,none,none,noise,control,d50_none_none,corpus/png/d50_none_none_noise.png,3beac80edf5efd8d
d50_none_none_rotate,50,none,none,rotate,control,d50_none_none,corpus/png/d50_none_none_rotate.png,db18c2c21a454fd5
d50_none_none_lowdpi,50,none,none,lowdpi,control,d50_none_none,corpus/png/d50_none_none_lowdpi.png,03be5dff43c34470
d55_none_none_noise,55,none,none,noise,control,d55_none_none,corpus/png/d55_none_none_noise.png,33ed296532d01288
d55_none_none_rotate,55,none,none,rotate,control,d55_none_none,corpus/png/d55_none_none_rotate.png,27201e4360896669
d55_none_none_lowdpi,55,none,none,lowdpi,control,d55_none_none,corpus/png/d55_none_none_lowdpi.png,3ce24486dc7f5a05
d02_none_none_noise,2,none,none,noise,control,d02_none_none,corpus/png/d02_none_none_noise.png,fd7ad4340ad177c7
d02_none_none_rotate,2,none,none,rotate,control,d02_none_none,corpus/png/d02_none_none_rotate.png,28205380a7f2a3cb
d02_none_none_lowdpi,2,none,none,lowdpi,control,d02_none_none,corpus/png/d02_none_none_lowdpi.png,cf02291f7768a11e
d07_none_none_noise,7,none,none,noise,control,d07_none_none,corpus/png/d07_none_none_noise.png,19ecd473950813c8
d07_none_none_rotate,7,none,none,rotate,control,d07_none_none,corpus/png/d07_none_none_rotate.png,eb5eed71e169eca5
d07_none_none_lowdpi,7,none,none,lowdpi,control,d07_none_none,corpus/png/d07_none_none_lowdpi.png,281009215c4d21c8
d12_none_none_noise,12,none,none,noise,control,d12_none_none,corpus/png/d12_none_none_noise.png,8224974118e14e17
d12_none_none_rotate,12,none,none,rotate,control,d12_none_none,corpus/png/d12_none_none_rotate.png,4dbdb4b2e44ea66a
d12_none_none_lowdpi,12,none,none,lowdpi,control,d12_none_none,corpus/png/d12_none_none_lowdpi.png,a568b23e8a879fa6
d17_none_none_noise,17,none,none,noise,control,d17_none_none,corpus/png/d17_none_none_noise.png,a8b1ea25672e4483
d17_none_none_rotate,17,none,none,rotate,control,d17_none_none,corpus/png/d17_none_none_rotate.png,6171a76bdc0981e4
d17_none_none_lowdpi,17,none,none,lowdpi,control,d17_none_none,corpus/png/d17_none_none_lowdpi.png,3a9d786a7317dcdf
d22_none_none_noise,22,none,none,noise,control,d22_none_none,corpus/png/d22_none_none_noise.png,f89312841d1e7fe3
d22_none_none_rotate,22,none,none,rotate,control,d22_none_none,corpus/png/d22_none_none_rotate.png,d955dcf6a569c22d
d22_none_none_lowdpi,22,none,none,lowdpi,control,d22_none_none,corpus/png/d22_none_none_lowdpi.png,f34ee0d3ee68c96b
d27_none_none_noise,27,none,none,noise,control,d27_none_none,corpus/png/d27_none_none_noise.png,af785bc0eb5024ae
d27_none_none_rotate,27,none,none,rotate,control,d27_none_none,corpus/png/d27_none_none_rotate.png,f92c13df86225e15
d27_none_none_lowdpi,27,none,none,lowdpi,control,d27_none_none,corpus/png/d27_none_none_lowdpi.png,df9e6196fc0b9166
d32_none_none_noise,32,none,none,noise,control,d32_none_none,corpus/png/d32_none_none_noise.png,e4b221debbb967d3
d32_none_none_rotate,32,none,none,rotate,control,d32_none_none,corpus/png/d32_none_none_rotate.png,ade8671b2ecae4f9
d32_none_none_lowdpi,32,none,none,lowdpi,control,d32_none_none,corpus/png/d32_none_none_lowdpi.png,86d28cb41a5518fd
d37_none_none_noise,37,none,none,noise,control,d37_none_none,corpus/png/d37_none_none_noise.png,6d81c087b2d79c10
d37_none_none_rotate,37,none,none,rotate,control,d37_none_none,corpus/png/d37_none_none_rotate.png,8c54628b1c51f565
d37_none_none_lowdpi,37,none,none,lowdpi,control,d37_none_none,corpus/png/d37_none_none_lowdpi.png,1385366c6009724f
d42_none_none_noise,42,none,none,noise,control,d42_none_none,corpus/png/d42_none_none_noise.png,6e59447b98c8144c
d42_none_none_rotate,42,none,none,rotate,control,d42_none_none,corpus/png/d42_none_none_rotate.png,a989ea5a2ff0a5b1
d42_none_none_lowdpi,42,none,none,lowdpi,control,d42_none_none,corpus/png/d42_none_none_lowdpi.png,737beb7aa73bbcdc
d47_none_none_noise,47,none,none,noise,control,d47_none_none,corpus/png/d47_none_none_noise.png,e5c3a225551961aa
d47_none_none_rotate,47,none,none,rotate,control,d47_none_none,corpus/png/d47_none_none_rotate.png,314954a2f8c1545e
d47_none_none_lowdpi,47,none,none,lowdpi,control,d47_none_none,corpus/png/d47_none_none_lowdpi.png,d53e033ba13a798a
d52_none_none_noise,52,none,none,noise,control,d52_none_none,corpus/png/d52_none_none_noise.png,a2201f88cb66cc18
d52_none_none_rotate,52,none,none,rotate,control,d52_none_none,corpus/png/d52_none_none_rotate.png,603174e0f23d4f4d
d52_none_none_lowdpi,52,none,none,lowdpi,control,d52_none_none,corpus/png/d52_none_none_lowdpi.png,14349fbe13c0bd38
d57_none_none_noise,57,none,none,noise,control,d57_none_none,corpus/png/d57_none_none_noise.png,980df41f2f1dde22
d57_none_none_rotate,57,none,none,rotate,control,d57_none_none,corpus/png/d57_none_none_rotate.png,3c16d735e47a09ac
d57_none_none_lowdpi,57,none,none,lowdpi,control,d57_none_none,corpus/png/d57_none_none_lowdpi.png,a04dd0a9d47ae2ad
